Row #,Year,Proj. Type,Organization Name,HMIS Org ID,Project Name,HMIS Proj ID,Geo Code,HMIS-Participating,Inventory Type,Target Pop.,Target Pop. A,Target Pop. B,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,Victim Service Provider,Additional Federal Funding?,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: CWT/TR,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: HOPWA-CV,Additional Federal Funding: PIH,Additional Federal Funding: HOME,Additional Federal Funding: HOME ARP,Additional Federal Funding: PIH-EHV,Additional Federal Funding: Other,Housing Type,McKinney- Vento,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Esg-CV,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: CocThRrh,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,McKinney- Vento: YHDP Renewals,Year-Round Beds,PIT Count,Total Beds,Utilization Rate,Last Update On
183140,2014,ES,Interfaith Shelter Network (ISN),44,ISN - ES - SD Inland (5936),,63210,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,11,12,0.92,
183131,2014,ES,Interfaith Shelter Network (ISN),44,ISN Clairemont/Kearny Mesa (6223),,63210,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,12,12,1,
183076,2014,ES,Interfaith Shelter Network (ISN),44,ISN East County (6165),,61116,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,3,6,0.5,
183189,2014,TH,Maloney Wilding Foundation,25,Transitional Housing Plus,,61116,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,14,0,14,0,
183042,2014,TH,Mental Health Systems Inc. (MHS),42,Family Recovery Program (5806),,62532,,C,,SFHC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,90,67,90,0.74,
183069,2014,SH,Mental Health Systems Inc. (MHS),42,MHS - SH - North County Safe Haven(5872),,61230,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,12,9,12,0.75,
183043,2014,TH,Mental Health Systems Inc. (MHS),42,Next Step (5807),,62532,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,16,19,16,1.19,
183044,2014,TH,North County Serenity House,25,Serenity Village (6170),,61230,,C,,SFHC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,48,36,48,0.75,
183025,2014,ES,Operation HOPE Vista,35,OH - ES - ARS North County (6107),,63924,,C,,SFHC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,42,45,0.93,
183214,2014,TH,People Assisting the Homeless (PATH),19,Interim Housing,,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,134,110,134,0.82,
183215,2014,PSH,People Assisting the Homeless (PATH),19,PATH - PSH - PATH Connections Housing (6405),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,73,74,73,1.01,
183216,2014,TH,People Assisting the Homeless (PATH),19,PATH - TH - Single Room Occ (SRO)(6406),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,16,14,16,0.88,
183081,2014,ES,San Diego Rescue Mission,25,First Step Program (6027),,63210,,C,,SM,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,22,16,22,0.73,
183090,2014,TH,San Diego Rescue Mission,25,Haven of Hope,,63210,,C,,SFHC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,60,47,60,0.78,
183089,2014,TH,San Diego Rescue Mission,25,Men's Center (5862),,63210,,C,,SM,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,198,179,198,0.9,
183082,2014,ES,San Diego Rescue Mission,25,Nueva Vida Haven (5848),,63210,,C,,SFHC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,60,87,60,1.45,
183133,2014,TH,San Diego Rescue Mission,25,Recuperative Care Unit (Home Again) (6211),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,28,21,28,0.75,
183083,2014,ES,San Diego Youth Services (SDYS),18,SDYS - ES - Storefront Night Shelter (7044 + 5888),,63210,,C,,YMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,6,20,0.3,
183134,2014,TH,San Diego Youth Services (SDYS),18,SDYS - TH - Take Wing (5841),,63210,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,42,54,42,1.29,
183194,2014,TH,San Diego Youth Services (SDYS),18,TAY Academy,,63210,,N,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,5,7,5,1.4,
183136,2014,TH,San Diego Youth Services (SDYS),18,Transitional Housing Plus (6400),,63210,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,39,36,39,0.92,
195030,2014,TH,San Diego Youth Services (SDYS),18,Transitional Housing Plus (THP+FC) (6453),,63210,,U,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,15,19,15,0.93,
183080,2014,ES,SAY San Diego Inc,25,Hotel/Motel Voucher Program (6099),,63210,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,5,5,1,
183135,2014,TH,Serving Seniors,3,SS - TH - Transitional Housing (4294),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,10,10,10,1,
183047,2014,TH,South Bay Community Services (SBCS),65,Casa De Transicion (5980),,60720,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,73,55,73,0.75,
183048,2014,TH,South Bay Community Services (SBCS),65,FOCUS (5895),,60720,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,109,43,109,0.39,
185799,2014,ES,South Bay Community Services (SBCS),65,Hotel/Motel Voucher (5955),,60720,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,19,19,1,
183170,2014,TH,South Bay Community Services (SBCS),65,SBCS - ES - ESG (Grant)(6108),,60720,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,13,20,0.65,
183049,2014,TH,South Bay Community Services (SBCS),65,SBCS - TH - Trolley Trestle*(5840),,60720,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,20,19,20,0.95,
183188,2014,TH,South Bay Community Services (SBCS),65,TAY Academy,,60720,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,2,1,2,0.5,
183050,2014,TH,South Bay Community Services (SBCS),65,Victorian Heights (5859),,62412,,C,,HC,DV,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,32,18,32,0.56,
195039,2014,ES,St. Vincent de Paul Village (SVdPV),6,Emergency Shelter Singles (6495),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,88,88,88,1,
183092,2014,TH,St. Vincent de Paul Village (SVdPV),6,Family Living Center (310003),,63210,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,110,85,110,0.77,
183155,2014,TH,St. Vincent de Paul Village (SVdPV),6,GPD - Solutions 2/5,,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,21,21,21,1,
183156,2014,TH,St. Vincent de Paul Village (SVdPV),6,GPD-Family Living Center,,63210,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,2,2,2,1,
183157,2014,TH,St. Vincent de Paul Village (SVdPV),6,GPD-Joan Kroc Fresh Start,,63210,,C,,SF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,34,34,34,1,
195034,2014,TH,St. Vincent de Paul Village (SVdPV),6,Joan Kroc Center Families (Solutions IV) (6466),,63210,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,92,82,92,0.89,
183094,2014,TH,St. Vincent de Paul Village (SVdPV),6,Joan Kroc Center Fresh Start (6467),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,116,103,116,0.89,
183095,2014,TH,St. Vincent de Paul Village (SVdPV),6,Josue Homes (6122),,63210,,C,,SMF,HIV,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,38,35,38,0.92,
195038,2014,TH,St. Vincent de Paul Village (SVdPV),6,Solutions 2/5,,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,306,315,306,1.03,
195035,2014,TH,St. Vincent de Paul Village (SVdPV),6,SVdPV - ES - JKC Families Gen Op Funds(4140),,63210,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,44,47,44,1.07,
183218,2014,PSH,St. Vincent de Paul Village (SVdPV),6,SVdPV - SBV 3 (6613),,63210,,U,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,19,20,0.93,
183100,2014,TH,St. Vincent de Paul Village (SVdPV),6,SVdPV- TH- VA Hospital to Housing GPD(6968),,63210,,C,,YMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,30,26,30,0.87,
183091,2014,TH,Stepping Stone,25,Enya House (1497),,63210,,C,,SMF,HIV,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,17,7,17,0.41,
183127,2014,PSH,TACHS,25,Reese Village (4243),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,18,18,18,1,
183126,2014,PSH,TACHS,25,The Cove Apts (6116),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,19,19,19,1,
193789,2014,TH,The Salvation Army (TSA),9,Door of Hope Expansion (6484),,63210,,U,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,26,19,26,0.93,
183087,2014,TH,The Salvation Army (TSA),9,Door of Hope TLC (5255),,63210,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,36,25,36,0.69,
183111,2014,TH,The Salvation Army (TSA),9,SA - ES - CARS (5926),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,7,7,7,1,
183088,2014,TH,The Salvation Army (TSA),9,STEPS Solutions IV (5254),,63210,,C,,SM,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,42,40,42,0.95,
183101,2014,TH,The Trinity House,25,The Trinity House Transitional Housing,,60720,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,13,0,13,0,
183181,2014,PSH,Townspeople,21,34th Street Apts (6305),,63210,,C,,SMF+HC,HIV,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,48,49,48,1.02,
185800,2014,ES,Townspeople,21,Townspeople - ES - Hotel/Motel HOPWA(6468),,63210,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,1,1,1,
183121,2014,PSH,Townspeople,21,Townspeople - PSH - 51st Street (PBV)(6208),,63210,,C,,SMF,HIV,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,14,13,14,0.93,
183120,2014,PSH,Townspeople,21,Wilson Avenue Apartments (6209),,63210,,C,,SMF+HC,HIV,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,11,11,11,1,
195014,2014,RRH,Veteran Community Services,25,Priority 1 SSVF (6598),,69073,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,4,4,4,1,
183102,2014,TH,Veterans Village of San Diego (VVSD),39,Founders (6113),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,14,13,14,0.93,
183153,2014,TH,Veterans Village of San Diego (VVSD),39,GPD - New Resolve,,61230,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,33,19,33,0.58,
183147,2014,TH,Veterans Village of San Diego (VVSD),39,GPD - Veteran's On Point,,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,62,51,62,0.82,
183154,2014,TH,Veterans Village of San Diego (VVSD),39,GPD-Welcome Home Family Program,,63210,,C,,SFHC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,10,7,10,0.7,
183051,2014,TH,Veterans Village of San Diego (VVSD),39,New Resolve (120016),,61230,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,11,11,11,1,
183084,2014,ES,Veterans Village of San Diego (VVSD),39,Veterans Winter Shelter (5950),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,151,150,1.01,
195018,2014,RRH,Veterans Village of San Diego (VVSD),39,VVSD - PH-RRH - SSVF(6465+6540),,63210,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,21,21,21,1,
183103,2014,TH,Veterans Village of San Diego (VVSD),39,VVSD - TH - VRC - Grant Per Diem (6114),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,185,165,185,0.89,
183104,2014,TH,Veterans Village of San Diego (VVSD),39,Welcome Home Family Program (160008; 160016),,63210,,C,,SFHC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,15,8,15,0.53,
183169,2014,PSH,VOA Southwest California,7,CGLC - SHP (5897),,61116,,C,,SM,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,8,8,8,1,
183053,2014,TH,VOA Southwest California,7,CGLC Disabilities (5826),,61116,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,10,10,1,
187329,2014,TH,VOA Southwest California,7,CGLC Disabilities (5826),,61116,,N,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,6,6,6,1,
183052,2014,TH,VOA Southwest California,7,CGLC Focus (5815),,61116,,C,,SM,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,16,13,16,0.81,
187333,2014,TH,VOA Southwest California,7,GPD - Hawley Veteran Services Center,,61116,,N,,SM,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,4,4,4,1,
183105,2014,TH,VOA Southwest California,7,SAMI (1150),,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,18,18,18,1,
183190,2014,TH,VOA Southwest California,7,Solutions IV,,63210,,C,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,34,17,34,0.5,
183026,2014,ES,Women's Resource Center,25,Emergency (1849),,62532,,C,,SMF+HC,DV,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,26,20,26,0.77,
183054,2014,TH,Women's Resource Center,25,Oceanside (5837),,62532,,C,,HC,DV,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,70,53,70,0.76,
183068,2014,TH,YMCA of San Diego County,13,Mary's House,,61230,,C,,SF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,6,4,6,0.67,
187332,2014,TH,YMCA of San Diego County,13,Transitional Aged Youth (TAY),,61230,,N,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,9,9,9,1,
187331,2014,TH,YMCA of San Diego County,13,Transitional Youth Housing (TYH) (6544),,63294,,N,,SMF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,6,5,6,0.83,
183106,2014,TH,YMCA of San Diego County,13,Turning Point (4441),,63210,,C,,SMF+HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,24,27,24,1.12,
183085,2014,ES,YWCA,138,Becky's House ES (5852),,63210,,C,,SFHC,DV,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,47,34,47,0.72,
183141,2014,TH,YWCA,138,Becky's House I (5797),,63210,,C,,HC,DV,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,30,22,30,0.73,
183142,2014,TH,YWCA,138,Becky's House II (6060),,63210,,C,,HC,DV,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,55,53,55,0.96,
183159,2014,TH,YWCA,138,Becky's House III (6332),,63210,,C,,SFHC,DV,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,37,24,37,0.65,
183160,2014,TH,YWCA,138,Becky's Transitions (6333),,63210,,C,,SFHC,DV,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,23,23,23,1,
187330,2014,TH,YWCA,138,Becky's Transitions (6333),,63210,,N,,SFHC,DV,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,1,1,1,1,
183107,2014,TH,YWCA,138,Cortez Hill (5833),,63210,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,150,133,150,0.89,
183108,2014,TH,YWCA,138,Passages Stabilization 5 (5811),,63210,,C,,SF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,13,12,13,0.92,
183109,2014,TH,YWCA,138,Passages Supportive Independent Living (5654),,63210,,C,,SF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,19,15,19,0.79,
183110,2014,TH,YWCA,138,Passages Women in Transition (5097),,63210,,C,,SF,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,30,25,30,0.83,
183046,2014,TH,ZZ - North County Solutions for Change,10,IAC Intake & Access Center (1151),,63924,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,40,39,40,0.98,
194952,2014,OPH,ZZ - North County Solutions for Change,10,New Solutions Other (6330),,63924,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,12,5,12,0.42,
194950,2014,OPH,ZZ - North County Solutions for Change,10,ZZ - Solutions - PH - Neighborhood Stabilization -,,63924,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,96,56,96,0.58,
194946,2014,OPH,ZZ - North County Solutions for Change,10,ZZ - Solutions - PH - Neighborhood Stabilization P,,69073,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,20,21,20,1.05,
194953,2014,OPH,ZZ - North County Solutions for Change,10,ZZ - Solutions - PH - Vista Terrace(6460),,63924,,N,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,250,144,250,0.58,
183063,2014,PSH,ZZ - North County Solutions for Change,10,ZZ - Solutions - PSH - New Solutions*(5896),,63924,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,20,16,20,0.8,
183045,2014,TH,ZZ - North County Solutions for Change,10,ZZ - Solutions - TH - Family Center*(5449),,63924,,C,,HC,NA,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,100,74,100,0.74,
218802,2015,TH,Alpha Project,,Casa Base (1195),,63924,,C,,SM,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,36,36,36,1,4/17/15 12:55
218841,2015,TH,Alpha Project,,Casa Raphael (3917),,63924,,C,,SM,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,90,90,90,1,4/17/15 14:11
218938,2015,ES,Alpha Project,,Casa Raphael Emergency Shelter,,63924,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,24,15,24,0.62,5/13/15 18:24
218998,2015,RRH,Alpha Project,,ESG - Rapid Rehousing (6480),,63210,,N,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,18,18,18,1,4/22/15 16:52
218897,2015,PSH,Alpha Project,,Metro Hotel (5915),,63210,,C,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,193,170,193,0.88,5/13/15 18:31
218898,2015,ES,Alpha Project,,Single Adults Winter Shelter(5930),,63210,,N,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,195,200,0.98,4/24/15 19:14
218995,2015,OPH,Amikas,,Double-Up Program (AD-UP),,63210,,C,,SFHC,NA,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,6,2,6,0.33,5/13/15 18:25
218913,2015,ES,Bread of Life,,Alliance NC Winter Shelter (6102),,62532,,N,,SMF,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,48,50,0.96,4/17/15 18:39
219078,2015,TH,Casa de Amparo,,THP+,,63294,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,36,33,36,0.92,5/8/15 14:37
219079,2015,TH,Casa de Amparo,,THP+FC,,63294,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,45,17,45,0.38,5/13/15 18:26
219080,2015,TH,Casa de Amparo,,TYH,,63294,,C,,SMF+HC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,15,20,15,1.33,5/13/15 18:28
218794,2015,ES,Catholic Charities,,Alliance La Posada de Guadalupe (6105),,60564,,N,,SM,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,0,18,20,0.9,4/24/15 19:15
218914,2015,TH,Catholic Charities,,Catholic Charities - House of Rachel & Casa Maria (5625 / 5585),,63210,,C,,SFHC,NA,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,10,7,10,0.7,5/13/15 18:38
